Rank,Category,Name,Country,City,Source,Industries,SelfMade,Gender,LastName,FirstName,FinalWorth,BirthDate,Age,birthYear,birthMonth,birthDay,Cpi_Country,Gdp_Country,Life_Expectancy_Country,Tax_Revenue_Country_Country,Total_Tax_Rate_Country,Population_Country,,Current Date
261,Finance & Investments,Robert F. Smith,United States,Austin,Private equity,Finance & Investments,TRUE,Male,Smith,Robert F.,8000,12/1/1962,63,1962,12,1,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
261,Metals & Mining,Pavel Tykac,Czech Republic,Prague,Coal mines,Metals & Mining,TRUE,Male,Tykac,Pavel,8000,5/15/1964,62,1964,5,15,116.48,246489245495,79,14.9,46.1,10669709,,11/25/25
268,Finance & Investments,Orlando Bravo,United States,Miami Beach,Private equity,Finance & Investments,TRUE,Male,Bravo,Orlando,7900,9/23/1970,55,1970,9,23,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
268,Fashion & Retail,Ding Shizhong,China,Quanzhou,Sports apparel,Fashion & Retail,TRUE,Male,Ding,Shizhong,7900,12/1/1970,55,1970,12,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
268,Fashion & Retail,Nancy Walton Laurie,United States,Henderson,Walmart,Fashion & Retail,FALSE,Female,Laurie,Nancy Walton,7900,5/15/1951,75,1951,5,15,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
268,Technology,Jay Y. Lee,South Korea,Seoul,Samsung,Technology,FALSE,Male,Lee,Jay Y.,7900,6/23/1968,57,1968,6,23,115.16,2029000000000,82.6,15.6,33.2,51709098,,11/25/25
268,Finance & Investments,Ramzi Musallam,United States,New York,Private equity,Finance & Investments,TRUE,Male,Musallam,Ramzi,7900,9/17/1968,57,1968,9,17,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
268,Finance & Investments,David Shaw,United States,New York,Hedge funds,Finance & Investments,TRUE,Male,Shaw,David,7900,3/29/1951,75,1951,3,29,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
268,Metals & Mining,Andrei Skoch & family,Russia,Moscow,Metals and mining,Metals & Mining,TRUE,Male,Skoch & family,Andrei,7900,1/30/1966,60,1966,1,30,180.75,1699876578871,72.7,11.4,46.2,144373535,,11/25/25
268,Diversified,Georg Stumpf,Austria,Vienna,"Real estate, construction",Diversified,TRUE,Male,Stumpf,Georg,7900,9/14/1972,53,1972,9,14,118.06,446314739528,81.6,25.4,51.4,8877067,,11/25/25
276,Telecom,Rocco Commisso,United States,Saddle River,Telecom,Telecom,TRUE,Male,Commisso,Rocco,7800,11/25/1949,76,1949,11,25,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
276,Manufacturing,Li Shuirong & family,China,Hangzhou,Petrochemicals,Manufacturing,TRUE,Male,Li,Shuirong,7800,7/1/1956,69,1956,7,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
276,Technology,Qi Shi & family,China,Shanghai,Financial information,Technology,TRUE,Male,Qi,Shi,7800,1/3/1970,56,1970,1,3,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
276,Manufacturing,Yao Liangsong,China,Guangzhou,Furniture,Manufacturing,TRUE,Male,Yao,Liangsong,7800,8/1/1964,61,1964,8,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
282,Food & Beverage,Jean-Michel Besnier,France,Laval,Cheese,Food & Beverage,FALSE,Male,Besnier,Jean-Michel,7700,6/5/1967,58,1967,6,5,110.05,2715518274227,82.5,24.2,60.7,67059887,,11/25/25
282,Food & Beverage,Marie Besnier Beauvalot,France,Laval,Cheese,Food & Beverage,FALSE,Female,Besnier Beauvalot,Marie,7700,7/30/1980,45,1980,7,30,110.05,2715518274227,82.5,24.2,60.7,67059887,,11/25/25
282,Media & Entertainment,David Geffen,United States,Beverly Hills,"Movies, record labels",Media & Entertainment,TRUE,Male,Geffen,David,7700,2/21/1943,83,1943,2,21,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
282,Technology,Robin Li,China,Beijing,Internet search,Technology,TRUE,Male,Li,Robin,7700,11/17/1968,57,1968,11,17,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
282,Service,Liu Yonghao & family,China,Chengdu,Agribusiness,Service,TRUE,Male,Liu,Yonghao,7700,9/1/1951,74,1951,9,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
282,Technology,Henry Samueli,United States,Newport Beach,Semiconductors,Technology,TRUE,Male,Samueli,Henry,7700,9/20/1954,71,1954,9,20,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
282,Healthcare,Reinhold Schmieding,United States,Naples,Medical devices,Healthcare,TRUE,Male,Schmieding,Reinhold,7700,1/3/1955,71,1955,1,3,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
282,Real Estate,Ivar Tollefsen,Norway,Oslo,Real estate,Real Estate,TRUE,Male,Tollefsen,Ivar,7700,6/23/1961,64,1961,6,23,120.27,403336363636,82.8,23.9,36.2,5347896,,11/25/25
290,Energy,Cao Renxian,China,Hefei,Photovoltaic equipment,Energy,TRUE,Male,Cao,Renxian,7600,7/24/1968,57,1968,7,24,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
290,Healthcare,Hasmukh Chudgar & family,India,Ahmedabad,Pharmaceuticals,Healthcare,TRUE,Male,Chudgar,Hasmukh,7600,9/19/1933,92,1933,9,19,180.44,2611000000000,69.4,11.2,49.7,1366417754,,11/25/25
290,Manufacturing,Andrew Currie,United Kingdom,London,Chemicals,Manufacturing,TRUE,Male,Currie,Andrew,7600,12/4/1955,70,1955,12,4,119.62,2827113184696,81.3,25.5,30.6,66834405,,11/25/25
290,Technology,Joe Gebbia,United States,Austin,Airbnb,Technology,TRUE,Male,Gebbia,Joe,7600,8/21/1981,44,1981,8,21,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
290,Real Estate,Philip Ng,Singapore,Singapore,Real Estate,Real Estate,FALSE,Male,Ng,Philip,7600,1/1/1959,67,1959,1,1,114.41,372062527489,83.1,13.1,21,5703569,,11/25/25
290,Manufacturing,John Reece,United Kingdom,London,Chemicals,Manufacturing,TRUE,Male,Reece,John,7600,3/7/1957,69,1957,3,7,119.62,2827113184696,81.3,25.5,30.6,66834405,,11/25/25
290,Real Estate,Leonard Stern,United States,New York,Real estate,Real Estate,FALSE,Male,Stern,Leonard,7600,3/28/1938,88,1938,3,28,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
290,Healthcare,Zhong Huijuan,China,Shanghai,Pharmaceuticals,Healthcare,TRUE,Female,Zhong,Huijuan,7600,1/1/1961,65,1961,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
299,Sports,Arthur Blank,United States,Atlanta,Home Depot,Sports,TRUE,Male,Blank,Arthur,7500,9/27/1942,83,1942,9,27,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
299,Fashion & Retail,Charles Butt,United States,San Antonio,Supermarkets,Fashion & Retail,FALSE,Male,Butt,Charles,7500,2/3/1938,88,1938,2,3,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
299,Fashion & Retail,Ding Shijia,China,Quanzhou,Sports apparel,Fashion & Retail,TRUE,Male,Ding,Shijia,7500,1/1/1964,62,1964,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
299,Finance & Investments,"Paul Tudor Jones, II.",United States,Palm Beach,Hedge funds,Finance & Investments,TRUE,Male,Jones,Paul Tudor,7500,9/28/1954,71,1954,9,28,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
299,Finance & Investments,Henry Kravis,United States,New York,Private equity,Finance & Investments,TRUE,Male,Kravis,Henry,7500,1/6/1944,82,1944,1,6,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
299,Food & Beverage,Zhang Yong,Singapore,Singapore,Restaurants,Food & Beverage,TRUE,Male,Zhang,Yong,7500,7/1/1970,55,1970,7,1,114.41,372062527489,83.1,13.1,21,5703569,,11/25/25
305,Technology,James Goodnight,United States,Cary,Software,Technology,TRUE,Male,Goodnight,James,7400,1/6/1943,83,1943,1,6,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
305,Manufacturing,Sri Prakash Lohia,United Kingdom,London,Petrochemicals,Manufacturing,FALSE,Male,Lohia,Sri Prakash,7400,8/11/1952,73,1952,8,11,119.62,2827113184696,81.3,25.5,30.6,66834405,,11/25/25
305,Fashion & Retail,Ma Jianrong,China,Ningbo,"Textiles, apparel",Fashion & Retail,TRUE,Male,Ma,Jianrong,7400,1/1/1964,62,1964,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
305,Real Estate,Robert Ng,Singapore,Singapore,Real estate,Real Estate,FALSE,Male,Ng,Robert,7400,1/1/1952,74,1952,1,1,114.41,372062527489,83.1,13.1,21,5703569,,11/25/25
305,Manufacturing,Steven Rales,United States,Santa Barbara,"Manufacturing, investments",Manufacturing,TRUE,Male,Rales,Steven,7400,3/31/1951,75,1951,3,31,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
305,Construction & Engineering,Nassef Sawiris,Egypt,Cairo,"Construction, investments",Construction & Engineering,FALSE,Male,Sawiris,Nassef,7400,1/19/1961,65,1961,1,19,288.57,303175127598,71.8,12.5,44.4,100388073,,11/25/25
305,Food & Beverage,Harry Stine,United States,Adel,Agriculture,Food & Beverage,TRUE,Male,Stine,Harry,7400,11/30/1941,84,1941,11,30,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
312,Manufacturing,Benu Gopal Bangur,India,Kolkata,Cement,Manufacturing,FALSE,Male,Bangur,Benu Gopal,7300,6/1/1931,94,1931,6,1,180.44,2611000000000,69.4,11.2,49.7,1366417754,,11/25/25
312,Metals & Mining,Iskander Makhmudov,Russia,Moscow,"Mining, metals, machinery",Metals & Mining,TRUE,Male,Makhmudov,Iskander,7300,12/5/1963,62,1963,12,5,180.75,1699876578871,72.7,11.4,46.2,144373535,,11/25/25
312,Fashion & Retail,Anders Holch Povlsen,Denmark,Aarhus,Fashion retail,Fashion & Retail,FALSE,Male,Povlsen,Anders Holch,7300,11/4/1972,53,1972,11,4,110.35,348078018464,81,32.4,23.8,5818553,,11/25/25
312,Logistics,Enrique Razon Jr.,Philippines,Manila,Ports,Logistics,FALSE,Male,Razon Jr.,Enrique,7300,3/3/1960,66,1960,3,3,129.61,376795508680,71.1,14,43.1,108116615,,11/25/25
312,Technology,Wang Laichun,China,Shenzhen,Electronics components,Technology,TRUE,Female,Wang,Laichun,7300,6/3/1967,58,1967,6,3,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
317,Finance & Investments,Arthur Dantchik,United States,Gladwyne,"Trading, investments",Finance & Investments,TRUE,Male,Dantchik,Arthur,7200,11/25/1957,68,1957,11,25,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
317,Real Estate,Jeff Greene,United States,Palm Beach,"Real estate, investments",Real Estate,TRUE,Male,Greene,Jeff,7200,12/10/1954,71,1954,12,10,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
317,Finance & Investments,Don Hankey,United States,Malibu,Auto loans,Finance & Investments,TRUE,Male,Hankey,Don,7200,6/13/1943,82,1943,6,13,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
317,Energy,Richard Kinder,United States,Houston,Pipelines,Energy,TRUE,Male,Kinder,Richard,7200,10/19/1944,81,1944,10,19,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
317,Finance & Investments,Guillaume Pousaz,United Arab Emirates,Dubai,Fintech,Finance & Investments,TRUE,Male,Pousaz,Guillaume,7200,8/15/1981,44,1981,8,15,114.52,421142267938,77.8,0.1,15.9,9770529,,11/25/25
317,Fashion & Retail,Takahisa Takahara,Japan,Tokyo,Personal care goods,Fashion & Retail,FALSE,Male,Takahara,Takahisa,7200,7/12/1961,64,1961,7,12,105.48,5081769542380,84.2,11.9,46.7,126226568,,11/25/25
317,Food & Beverage,Zong Qinghou,China,Hangzhou,Beverages,Food & Beverage,TRUE,Male,Zong,Qinghou,7200,10/1/1945,80,1945,10,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
325,Technology,Judy Faulkner,United States,Madison,Healthcare software,Technology,TRUE,Female,Faulkner,Judy,7100,8/1/1943,82,1943,8,1,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
325,Gambling & Casinos,Johann Graf,Austria,Vienna,Gambling,Gambling & Casinos,TRUE,Male,Graf,Johann,7100,1/3/1947,79,1947,1,3,118.06,446314739528,81.6,25.4,51.4,8877067,,11/25/25
325,Service,Tamara Gustavson,United States,Lexington,Self storage,Service,FALSE,Female,Gustavson,Tamara,7100,11/16/1961,64,1961,11,16,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
325,Manufacturing,Liang Wengen,China,Changsha,Construction equipment,Manufacturing,TRUE,Male,Liang,Wengen,7100,12/14/1956,69,1956,12,14,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
325,Healthcare,Frederik Paulsen,Switzerland,Lausanne,Health care,Healthcare,FALSE,Male,Paulsen,Frederik,7100,10/30/1950,75,1950,10,30,99.55,703082435360,83.6,10.1,28.8,8574832,,11/25/25
325,Finance & Investments,Wee Cho Yaw,Singapore,Singapore,Banking,Finance & Investments,FALSE,Male,Wee,Cho Yaw,7100,1/10/1929,97,1929,1,10,114.41,372062527489,83.1,13.1,21,5703569,,11/25/25
325,Manufacturing,Zhang Hejun,China,Ningbo,Electronics,Manufacturing,TRUE,Male,Zhang,Hejun,7100,1/1/1952,74,1952,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
332,Technology,Marc Benioff,United States,San Francisco,Business software,Technology,TRUE,Male,Benioff,Marc,7000,9/25/1964,61,1964,9,25,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
332,Media & Entertainment,Dmitri Bukhman,United Kingdom,London,Online games,Media & Entertainment,TRUE,Male,Bukhman,Dmitri,7000,5/27/1985,40,1985,5,27,119.62,2827113184696,81.3,25.5,30.6,66834405,,11/25/25
332,Media & Entertainment,Igor Bukhman,United Kingdom,London,Online games,Media & Entertainment,TRUE,Male,Bukhman,Igor,7000,3/29/1982,44,1982,3,29,119.62,2827113184696,81.3,25.5,30.6,66834405,,11/25/25
332,Technology,Jack Dangermond,United States,Redlands,Mapping software,Technology,TRUE,Male,Dangermond,Jack,7000,7/23/1945,80,1945,7,23,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
332,Manufacturing,Ashwin Dani & family,India,Mumbai,Paints,Manufacturing,FALSE,Male,Dani,Ashwin,7000,10/24/1942,83,1942,10,24,180.44,2611000000000,69.4,11.2,49.7,1366417754,,11/25/25
332,Fashion & Retail,Ralph Lauren,United States,New York,Apparel,Fashion & Retail,TRUE,Male,Lauren,Ralph,7000,10/14/1939,86,1939,10,14,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
332,Diversified,Rohiqa Cyrus Mistry,India,Mumbai,Diversified,Diversified,FALSE,Female,Mistry,Rohiqa Cyrus,7000,6/6/1967,58,1967,6,6,180.44,2611000000000,69.4,11.2,49.7,1366417754,,11/25/25
332,Diversified,Shapoor Mistry,India,Mumbai,Diversified,Diversified,FALSE,Male,Mistry,Shapoor,7000,9/6/1964,61,1964,9,6,180.44,2611000000000,69.4,11.2,49.7,1366417754,,11/25/25
332,Food & Beverage,J. Christopher Reyes,United States,Hobe Sound,Food distribution,Food & Beverage,TRUE,Male,Reyes,J. Christopher,7000,12/29/1953,72,1953,12,29,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
332,Food & Beverage,Jude Reyes,United States,Palm Beach,Food distribution,Food & Beverage,TRUE,Male,Reyes,Jude,7000,9/16/1955,70,1955,9,16,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
332,Food & Beverage,Don Vultaggio & family,United States,Port Washington,Beverages,Food & Beverage,TRUE,Male,Vultaggio,Don,7000,2/26/1952,74,1952,2,26,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
344,Diversified,Edythe Broad & family,United States,Los Angeles,"Homebuilding, insurance",Diversified,FALSE,Female,Broad,Edythe,6900,1/1/1936,90,1936,1,1,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
344,Food & Beverage,Pauline MacMillan Keinath,United States,St. Louis,Cargill,Food & Beverage,FALSE,Female,Keinath,Pauline MacMillan,6900,1/1/1934,92,1934,1,1,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
344,Finance & Investments,Philippe Laffont,United States,New York,Hedge fund,Finance & Investments,TRUE,Male,Laffont,Philippe,6900,9/16/1967,58,1967,9,16,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
344,Technology,Liu Jincheng & family,China,Huizhou,Lithium batteries,Technology,TRUE,Male,Liu,Jincheng,6900,9/22/1964,61,1964,9,22,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
344,Real Estate,Igor Olenicoff,United States,Lighthouse Point,Real estate,Real Estate,TRUE,Male,Olenicoff,Igor,6900,9/20/1942,83,1942,9,20,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
344,Fashion & Retail,Sandra Ortega Mera,Spain,La Coruna,Zara,Fashion & Retail,FALSE,Female,Ortega Mera,Sandra,6900,7/9/1968,57,1968,7,9,110.96,1394116310769,83.3,14.2,47,47076781,,11/25/25
344,Healthcare,Ronda Stryker,United States,Portage,Medical equipment,Healthcare,FALSE,Female,Stryker,Ronda,6900,5/1/1954,72,1954,5,1,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
352,Energy,Dannine Avara,United States,Houston,Pipelines,Energy,FALSE,Female,Avara,Dannine,6800,3/9/1964,62,1964,3,9,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
352,Diversified,Silvio Berlusconi & family,Italy,Milan,Media,Diversified,TRUE,Male,Berlusconi,Silvio,6800,9/29/1936,89,1936,9,29,110.62,2001244392042,82.9,24.3,59.1,60297396,,11/25/25
352,Gambling & Casinos,Denise Coates,United Kingdom,Stoke-on-Trent,Online gambling,Gambling & Casinos,TRUE,Female,Coates,Denise,6800,9/26/1967,58,1967,9,26,119.62,2827113184696,81.3,25.5,30.6,66834405,,11/25/25
352,Energy,Scott Duncan,United States,Houston,Pipelines,Energy,FALSE,Male,Duncan,Scott,6800,11/1/1982,43,1982,11,1,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
352,Energy,Milane Frantz,United States,Houston,Pipelines,Energy,FALSE,Female,Frantz,Milane,6800,8/12/1969,56,1969,8,12,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
352,Finance & Investments,"Edward Johnson, IV.",United States,Boston,Fidelity,Finance & Investments,FALSE,Male,Johnson,Edward,6800,11/18/1964,61,1964,11,18,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
352,Finance & Investments,Yuri Milner,United States,Los Altos,Tech investments,Finance & Investments,TRUE,Male,Milner,Yuri,6800,11/11/1961,64,1961,11,11,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
352,Technology,Gordon Moore,United States,Woodside,Intel,Technology,TRUE,Male,Moore,Gordon,6800,1/3/1929,97,1929,1,3,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
352,Finance & Investments,John Overdeck,United States,Millburn,Hedge funds,Finance & Investments,TRUE,Male,Overdeck,John,6800,12/21/1969,56,1969,12,21,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
352,Finance & Investments,David Siegel,United States,Scarsdale,Hedge funds,Finance & Investments,TRUE,Male,Siegel,David,6800,7/15/1961,64,1961,7,15,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
352,Diversified,Viktor Vekselberg,Russia,Moscow,"Metals, investments",Diversified,TRUE,Male,Vekselberg,Viktor,6800,4/14/1957,69,1957,4,14,180.75,1699876578871,72.7,11.4,46.2,144373535,,11/25/25
352,Technology,Wang Laisheng,China,Shenzhen,Electronics components,Technology,TRUE,Male,Wang,Laisheng,6800,12/14/1964,61,1964,12,14,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
352,Energy,Randa Duncan Williams,United States,Houston,Pipelines,Energy,FALSE,Female,Williams,Randa Duncan,6800,8/28/1961,64,1961,8,28,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
365,Finance & Investments,Ken Fisher,United States,Dallas,Money management,Finance & Investments,TRUE,Male,Fisher,Ken,6700,11/29/1950,75,1950,11,29,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
365,Finance & Investments,Christopher Hohn,United Kingdom,London,Hedge funds,Finance & Investments,TRUE,Male,Hohn,Christopher,6700,10/27/1966,59,1966,10,27,119.62,2827113184696,81.3,25.5,30.6,66834405,,11/25/25
365,Manufacturing,Kjeld Kirk Kristiansen,Denmark,Billund,Lego,Manufacturing,FALSE,Male,Kristiansen,Kjeld Kirk,6700,12/27/1947,78,1947,12,27,110.35,348078018464,81,32.4,23.8,5818553,,11/25/25
365,Manufacturing,Sofie Kirk Kristiansen,Denmark,Billund,Lego,Manufacturing,FALSE,Female,Kristiansen,Sofie Kirk,6700,1/1/1976,50,1976,1,1,110.35,348078018464,81,32.4,23.8,5818553,,11/25/25
365,Manufacturing,Thomas Kirk Kristiansen,Denmark,Billund,Lego,Manufacturing,FALSE,Male,Kristiansen,Thomas Kirk,6700,1/1/1979,47,1979,1,1,110.35,348078018464,81,32.4,23.8,5818553,,11/25/25
365,Healthcare,Massimiliana Landini Aleotti & family,Italy,Fiesole,Pharmaceuticals,Healthcare,FALSE,Female,Landini Aleotti,Massimiliana,6700,1/1/1943,83,1943,1,1,110.62,2001244392042,82.9,24.3,59.1,60297396,,11/25/25
365,Automotive,Li Ping,China,Ningde,Batteries,Automotive,TRUE,Male,Li,Ping,6700,1/1/1968,58,1968,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
365,Manufacturing,Lin Jianhua,China,Hangzhou,Solar panel components,Manufacturing,TRUE,Male,Lin,Jianhua,6700,8/1/1962,63,1962,8,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
365,Manufacturing,Magdalena Martullo-Blocher,Switzerland,Feldmeilen,Chemicals,Manufacturing,FALSE,Female,Martullo-Blocher,Magdalena,6700,1/1/1969,57,1969,1,1,99.55,703082435360,83.6,10.1,28.8,8574832,,11/25/25
365,Telecom,Xavier Niel,France,Paris,"Internet, telecom",Telecom,TRUE,Male,Niel,Xavier,6700,8/25/1967,58,1967,8,25,110.05,2715518274227,82.5,24.2,60.7,67059887,,11/25/25
365,Energy,Terrence Pegula,United States,Boca Raton,Natural gas,Energy,TRUE,Male,Pegula,Terrence,6700,3/27/1951,75,1951,3,27,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
365,Real Estate,"Edward Roski, Jr.",United States,Los Angeles,Real estate,Real Estate,FALSE,Male,Roski,Edward,6700,12/25/1938,87,1938,12,25,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
365,Real Estate,John A. Sobrato & family,United States,Atherton,Real estate,Real Estate,TRUE,Male,Sobrato,John A.,6700,5/23/1939,87,1939,5,23,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
365,Finance & Investments,George Soros,United States,Katonah,Hedge funds,Finance & Investments,TRUE,Male,Soros,George,6700,8/12/1930,95,1930,8,12,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
365,Technology,David Sun,United States,Irvine,Computer hardware,Technology,TRUE,Male,Sun,David,6700,10/12/1951,74,1951,10,12,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
365,Manufacturing,Agnete Kirk Thinggaard,Denmark,Billund,Lego,Manufacturing,FALSE,Female,Thinggaard,Agnete Kirk,6700,5/18/1983,43,1983,5,18,110.35,348078018464,81,32.4,23.8,5818553,,11/25/25
365,Technology,John Tu,United States,Rolling Hills,Computer hardware,Technology,TRUE,Male,Tu,John,6700,8/12/1941,84,1941,8,12,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
365,Food & Beverage,Xu Shihui,China,Quanzhou,"Snacks, beverages",Food & Beverage,TRUE,Male,Xu,Shihui,6700,1/1/1958,68,1958,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
383,Manufacturing,Rahel Blocher,Switzerland,Wilen bei Wollerau,Chemicals,Manufacturing,FALSE,Female,Blocher,Rahel,6600,1/1/1976,50,1976,1,1,99.55,703082435360,83.6,10.1,28.8,8574832,,11/25/25
383,Food & Beverage,Bubba Cathy,United States,Atlanta,Chick-fil-A,Food & Beverage,FALSE,Male,Cathy,Bubba,6600,4/22/1954,72,1954,4,22,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
383,Food & Beverage,Dan Cathy,United States,Atlanta,Chick-fil-A,Food & Beverage,FALSE,Male,Cathy,Dan,6600,3/1/1953,73,1953,3,1,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
383,Food & Beverage,Trudy Cathy White,United States,Hampton,Chick-fil-A,Food & Beverage,FALSE,Female,Cathy White,Trudy,6600,12/17/1955,70,1955,12,17,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
383,Finance & Investments,Bruce Kovner,United States,New York,Hedge funds,Finance & Investments,TRUE,Male,Kovner,Bruce,6600,2/25/1945,81,1945,2,25,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
383,Technology,"Henry Nicholas, III.",United States,Newport Coast,Semiconductors,Technology,TRUE,Male,Nicholas,Henry,6600,10/8/1959,66,1959,10,8,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
383,Finance & Investments,Nadia Thiele,Germany,Munich,Investments,Finance & Investments,FALSE,Female,Thiele,Nadia,6600,1/7/1976,50,1976,1,7,112.85,3845630030824,80.9,11.5,48.8,83132799,,11/25/25
390,Finance & Investments,David Bonderman,United States,Fort Worth,Private equity,Finance & Investments,TRUE,Male,Bonderman,David,6500,11/27/1942,83,1942,11,27,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
390,Technology,Melinda French Gates,United States,Medina,Microsoft,Technology,FALSE,Female,French Gates,Melinda,6500,8/15/1964,61,1964,8,15,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
390,Real Estate,Annette Lerner & family,United States,Chevy Chase,Real estate,Real Estate,FALSE,Female,Lerner,Annette,6500,2/27/1930,96,1930,2,27,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
390,Real Estate,David Reuben,United Kingdom,London,"Investments, real estate",Real Estate,TRUE,Male,Reuben,David,6500,9/1/1938,87,1938,9,1,119.62,2827113184696,81.3,25.5,30.6,66834405,,11/25/25
390,Real Estate,Radovan Vitek,Switzerland,Crans Montana,Real estate,Real Estate,TRUE,Male,Vitek,Radovan,6500,4/22/1971,55,1971,4,22,99.55,703082435360,83.6,10.1,28.8,8574832,,11/25/25
397,Finance & Investments,Carl Bennet,Sweden,Gothenberg,Investments,Finance & Investments,TRUE,Male,Bennet,Carl,6400,8/19/1951,74,1951,8,19,110.51,530832908738,82.5,27.9,49.1,10285453,,11/25/25
397,Sports,Stephen Bisciotti,United States,Hobe Sound,"Staffing, Baltimore Ravens",Sports,TRUE,Male,Bisciotti,Stephen,6400,4/10/1960,66,1960,4,10,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
397,Finance & Investments,Stanley Druckenmiller,United States,New York,Hedge funds,Finance & Investments,TRUE,Male,Druckenmiller,Stanley,6400,6/14/1953,72,1953,6,14,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
